           2           1         152           1          15           4           9           6           1           3           2           1           2           1           3           2           3           2           3           4           2           2           2           3           3           4           2           1           1           3           3           2           5           4           5           3           6           5           5           4           5           5           5           5           4           3           8      24      14      10      24      14      23      27      64
           2           1         153           1          15           4           9           2           1           2           2           1           2           2           1           3           1           3           1           3           2           1           2           1           3           3           1           1           1           2           1           3           5           4           5           3           5           3           5           4           5           3           3           4           3           4           8      18      10       9      19      14      20      22      56
           2           1         154           1          15           4           9           3           1           3           2           2           2           1           1           2           1           2           1           1           1           2           2           3           2           2           1           1           1           2           1           3           5           3           5           2           6           2           5           4           6           4           4           3           3           4           4      18       7       7      14      13      19      24      56
           2           1         155           1          15           4           9           2           3           3           2           2           2           2           1           2           1           2           3           2           1           2           1           2           1           2           1           2           1           1           1           2           4           3           2           2           3           2           2           1           4           3           4           5           3           2           6      14      10       8      18       9      10      21      40
           2           1         156           1          15           4           9           2           1           3           2           2           1           1           2           2           1           3           3           3           1           2           2           2           1           3           2           1           1           2           3           3           2           1           2           1           6           1           2           1           2           3           1           2           1           5           5      20      12       7      19       5      11      14      30
           2           1         157           2          14           4           9           1           2           1           2           2           1           1           1           1           1           1           1           1           1           1           1           2           1           1           1           1           1           1           1           1           6           6           6           6           6           1           1           1           6           6           6           6           6           6          10      11       5       5      10      18      15      36      69
           2           1         158           2          15           4           9           6           3           2           2           2           3           4           2           2           1           3           1           1           2           3           2           3           3           4           2           2           1           3           1           1           5           5           5           1           6           1           1           1           5           5           6           3           6           5           8      22      10      12      22      15      10      30      55
           2           1         159           1          15           4           9           6           1           2           2                       3           1           1           2           1           3           3           2           1           1           1           4           3           4           2           2           1           3           2           2           5           5           5           2           6           5           4           6           5           5           5           2           3           3           8      24      12       6      18      15      23      23      61
           2           1         160           2          15           4           9           6           2           2           2           1           2           1           1           3           1           3           2           2           1           3           2           3           4           4           2           2           3           2           2           4           4           4           4           5           6           2           6           4           2           4           5           4           2           4           7      28      10       9      19      12      23      21      56
           2           1         161           2          15           4           9           2           2           3           2           2           2           2           1           2           2           3           1           2           1           2           1           3           1           2           1           1           1           2           1           3           5           4           6           5           6           5           6           5           6           6           5           5           6           6           7      16       9       9      18      15      27      34      76
           2           1         162           1          15           4           9           6           2           3           2           2           1           1           1           1           1           1           2           1           1           2           1           2           1           2           1           1           1           1           1           1           4           5           5           1           3           3           5           5           5           3           4           3           3           4                  12       6       6      12      14      17      22      53
           2           1         163           2          15           4           9           3           3           1           2           2           2           1           1           2           1           2           2           2           1           1           1           1           1           2           1           1           1           1           3           1           5           5           5           1           5           5           5           6           6           6           6           6           6           6           8      13       9       6      15      15      22      36      73
           2           1         164           2          15           4           9           1           1           2           2           2           2           3           2           2           1           3           1           2           1           2           2           2           3           2           1           1           2           2           2           3           4           4           4           2           5           3           4           4           5           5           6           5           5           5           6      20      10       9      19      12      18      31      61
           2           1         165           2          15           4           9           2           2           3           2           2           3           4           1           1           1           3           1           2           1           3           2           4           4           2           1           1           2           3           4           3           5           5           5           2           2           1           4           5           2           5           4           3           5           6           7      26      10      10      20      15      14      25      54
           2           1         166           2          15           4           9           2           2           2           2           2           2           3           2           2           1           2           2           3           2           4           3           4           4           3           2           2           2           3           4           3           3           4           2           2           6           2           4           4           2           3           6           4           4           1           6      30      11      12      23       9      18      20      47
           2           1         167           2          15           4           9           2           1           3           2           2           3           4           2           2           2           1           2           2           1           3           3           2           3           3           3           3           2           3           4           4           3           2           2           1           3           3           5           4           2           5           5           5           3           3           6      30      10      12      22       7      16      23      46
           2           1         168           2          15           4           9           6           6           3           2           1           3           3           2           3           1           4           2           3           1           2           3           4           3           3           2           2           1           2           1           2           4           3           2           1           1           2           2           1           3           2           5           2           3           1           6      23      14      10      24       9       7      16      32
           2           1         169           2          15           4           9           3           2           3           2           2           2           2           1           2           1           2           4           1           1           1           1           2           1           3           1           1           1           2           1           2           6           5           6           2           1           2           5           5           6           5           6           5           5           5           7      15      10       7      17      17      15      32      64
           2           1         170           1          17           4           9           1           2           3           2           1           2           1           1           1           1           1           1           2           1           1           1           1           1           1           1           1           1           2           1           1           2           1           1           1           6           1           1           1           5           1           1           1           1           1           3      11       7       5      12       4      10      10      24
           2           1         171           1          15           4           9           1           1           2           2           2           3           2           1           1           1           4           3           2           1           4           2           4           3           4           2           3           3           2           4           3           3           2           1           4           6           6           5           5           2           5           6           5           5           6           7      30      13       9      22       6      26      29      61
           2           1         172           1          15           4           9           2           2           3           2           1           1           1           1           1           1           3           1                       2           1           2           2           2           2           1           1           1           2           1           4           4           4           5           2           6           1           5           4                       2           5           1           5           4           7      18               6              13      18                
           3           1         200           2          17           4           9           1           2           3           2           1           2           3           3           2           1           4           4           3           1           4           4           4           3           3           3           2           4           4           4           4           4           4           4           3           1           2           4           5           5           2           5           5           5           5           7      35      16      11      27      12      15      27      54
